ID,food_type,desc_text,cleaned
9631004,f,Mediterranean Chicken Tacos,['chicken taco']
8847697,f,Oatmeal,['oatmeal']
21935,f,Chorizo Egg Burrito,"['egg burrito', 'chorizo']"
9386997,w,Water,['water']
8013866,f,Ice Cream Cone,['ice cream cone']
3562357,f,Pretzels,['pretzel']
1097861,w,Water,['water']
6517791,f,Oatmeal,['oatmeal']
2965093,f,Chorizo Egg N Beans,"['chorizo', 'egg', 'n', 'bean']"
5360171,w,Water,['water']
1492871,f,Ham Cheese And Crackers,"['ham cheese', 'cracker']"
4286539,f,Chicken Taquitos,['chicken']
2097414,w,Water,['water']
5078408,w,Water,['water']
5921635,f,Oatmeal,['oatmeal']
1672907,f,Eggs Benedict,['egg']
6946898,b,Coffee,['coffee']
