ID,food_type,desc_text,cleaned
7572733,w,Water,['water']
411111,b,Coffee White,"['coffee', 'white']"
8409118,f,Salad,['salad']
9615131,b,Tea Black,['tea black']
8100781,f,Soup Vegetable,"['soup', 'vegetable']"
7338413,f,Macadamia Nuts,['macadamia nut']
7316136,b,Coffee Black,['coffee black']
4533615,b,Coffee Black,['coffee black']
427478,f,"Lettuce, Sweet Potato, Black Bean Chilli","['lettuce', 'sweet potato', 'black bean', 'chilli']"
2786442,f,Protein Unflavoured Whey,"['protein', 'whey']"
4068820,f,Mueslie Plain Yogurt Soy Milk,"['plain yogurt', 'soy milk']"
4396016,b,Tea White,"['tea', 'white']"
3485992,b,Coffee White,"['coffee', 'white']"
9795917,f,"Soup Vegetable, Yogurt Plain","['soup', 'vegetable', 'yogurt', 'plain']"
6523587,b,Coffee White,"['coffee', 'white']"
962929,f,"Cheese, Bread Wholemeal","['cheese', 'bread', 'wholemeal']"
697502,f,Cashews,['cashew']
727702,f,"Broccoli, Bolognese Pasta","['broccoli', 'bolognese', 'pasta']"
5781877,b,Coffee Black,['coffee black']
9199441,f,"Tahini, Bread Rye","['tahini', 'bread', 'rye']"
8202895,f,Protein Unflavoured Whey,"['protein', 'whey']"
9569489,f,"Soup Vegetable, Yogurt Plain","['soup', 'vegetable', 'yogurt', 'plain']"
2540158,b,Coffee White,"['coffee', 'white']"
6815069,b,Choc Powder With Water,"['powder', 'water']"
7388159,f,Tofu Penang Curry,"['tofu', 'curry']"
8727138,f,Cookie Small,"['cookie', 'small']"
6788550,b,Coffee Black,['coffee black']
2432430,f,Protein Unflavoured Whey,"['protein', 'whey']"
7531020,f,"Peanut Butter, Bread Wholemeal","['peanut butter', 'bread', 'wholemeal']"
2748374,f,Banana,['banana']
6594682,f,Indian Ratatouille,['indian']
3574205,b,Cocoa,['cocoa']
9875650,f,Soup Vegetable,"['soup', 'vegetable']"
5993494,f,"Cheese, Crackers","['cheese', 'cracker']"
5099527,f,Risotto Vegetables,"['risotto', 'vegetable']"
8114991,b,Wine White,"['wine', 'white']"
3336776,f,Muesli Bar,"['muesli', 'bar']"
4298947,f,Chocolate,['chocolate']
2326790,f,Chocolate,['chocolate']
9727325,b,Coffee White,"['coffee', 'white']"
3611137,f,Nori Roll,['roll']
8406602,f,Salad,['salad']
2017336,f,Tuna,['tuna']
2547215,b,Wine Red,"['wine', 'red']"
3243149,f,"Soup Vegetable, Yogurt Plain","['soup', 'vegetable', 'yogurt', 'plain']"
3100338,b,Coffee White,"['coffee', 'white']"
4419613,f,Pasta Tuna,"['pasta', 'tuna']"
9153304,f,Panforte,[]
8691125,b,Wine Red,"['wine', 'red']"
6559601,f,Slice,['slice']
6138910,f,Sports Gel,"['sport', 'gel']"
1422867,b,Coffee White,"['coffee', 'white']"
1954486,f,Beef Burger,['beef burger']
3764743,b,Ice Coffee,['ice coffee']
7866155,f,Sports Bar,"['sport', 'bar']"
8586249,b,Beer,['beer']
8237706,f,Vege Burger,['burger']
7082495,f,Icecream,['icecream']
566324,f,Sports Bar,"['sport', 'bar']"
8194807,b,Cocoa,['cocoa']
5015076,f,Cookie Small,"['cookie', 'small']"
8900985,b,Cocoa,['cocoa']
1464726,f,Laksa,['laksa']
8858667,f,Orange,['orange']
8374822,b,Tea Korean Rice,"['tea', 'korean', 'rice']"
3229966,f,Salad Vietnamese Tofu,"['salad', 'vietnamese', 'tofu']"
2490113,f,Cashew Nuts,['cashew nut']
5768272,f,"Peanut Butter, Bread Wholemeal","['peanut butter', 'bread', 'wholemeal']"
2541191,b,Coffee Black,['coffee black']
2224076,f,Peach,['peach']
3806061,f,Vegetarian Chili,"['vegetarian', 'chili']"
8677718,f,Icecream,['icecream']
2361039,b,Wine White,"['wine', 'white']"
7124815,f,Croissant,['croissant']
9651830,f,Muffin,['muffin']
6802944,f,Banana,['banana']
9288672,b,Coffee White,"['coffee', 'white']"
121092,f,Yogurt Plain,"['yogurt', 'plain']"
5089673,f,Cashew Nuts,['cashew nut']
1216014,f,Blueberries,['blueberry']
6921245,f,"Cassoulet, Spinach, Sweet Potato","['spinach', 'sweet potato']"
4236488,f,Peach,['peach']
216856,f,Cheese Goat Cheddar,"['cheese', 'goat', 'cheddar']"
3700037,f,Icecream,['icecream']
4470869,b,Coffee White,"['coffee', 'white']"
2736637,f,Protein Unflavoured Whey,"['protein', 'whey']"
7883671,f,"Soup Vegetable, Bread Rye","['soup', 'vegetable', 'bread', 'rye']"
3870803,b,Coffee White,"['coffee', 'white']"
6406709,f,Apple,['apple']
9076156,b,Tea Green,"['tea', 'green']"
2748765,f,"Beans, Lasagne","['bean', 'lasagne']"
1200655,b,Wine Red,"['wine', 'red']"
2951885,f,Banana,['banana']
4701876,b,Coffee White,"['coffee', 'white']"
9141609,f,Mueslie Plain Yogurt Soy Milk,"['plain yogurt', 'soy milk']"
1319055,f,Soup Vegetable,"['soup', 'vegetable']"
9892596,b,Chai Turmeric Soy,"['chai', 'turmeric', 'soy']"
3855682,f,Tart Kale,"['tart', 'kale']"
7112394,f,Almond Nuts,"['almond', 'nut']"
8538016,f,Peach,['peach']
7850014,f,"Cheese, Yogurt Plain","['cheese', 'yogurt', 'plain']"
7452390,b,Tea White,"['tea', 'white']"
2340146,b,Coffee Black,['coffee black']
317353,f,Smoothie Micronutrient,"['smoothie', 'micronutrient']"
5254658,f,Almond Nuts,"['almond', 'nut']"
7073062,f,Coffee Decaf White,"['coffee decaf', 'white']"
4579265,f,Cheese,['cheese']
29444,f,"Carrot, Peanut Butter, Bread Wholemeal","['carrot', 'peanut butter', 'bread', 'wholemeal']"
9687212,f,"Tempeh, Vegetables, Rice Brown","['tempeh', 'vegetable', 'rice', 'brown']"
1391730,f,"Yoghurt Coconut, Raspberries","['yoghurt', 'coconut', 'raspberry']"
1768160,f,Pancake,['pancake']
4259917,b,Coffee White,"['coffee', 'white']"
3190712,f,Banana,['banana']
2000049,f,Apple Cake,"['apple', 'cake']"
9356843,f,Pizza Homemade,"['pizza', 'homemade']"
1802835,b,Gin And Tonic,['gin tonic']
5016788,b,Beer,['beer']
4413057,f,Nut Bar,['nut bar']
5764850,f,Banana,['banana']
9581040,f,Sports Gel,"['sport', 'gel']"
6372260,f,Smoothie Micronutrient,"['smoothie', 'micronutrient']"
9911277,f,Pastries,['pastry']
8317852,b,Coffee White,"['coffee', 'white']"
3388027,f,Yogurt Greek,"['yogurt', 'greek']"
7269711,f,"Eggs Scrambled, Bread Wholemeal","['egg', 'bread', 'wholemeal']"
2124382,f,Grapes Green,"['grape', 'green']"
9463321,b,Coffee White,"['coffee', 'white']"
9845551,f,"Cashew Nuts, Pear","['cashew nut', 'pear']"
1596502,f,"Corn, Salmon, Quinoa","['corn', 'salmon', 'quinoa']"
9930062,f,Cheese Blue,"['cheese', 'blue']"
3853474,b,Gin And Tonic,['gin tonic']
7499113,b,Coffee Black,['coffee black']
656599,b,Coffee White,"['coffee', 'white']"
6162032,f,Cashew Nuts,['cashew nut']
1752272,f,Soup Vegetable,"['soup', 'vegetable']"
1521392,f,Risotto Vegetables,"['risotto', 'vegetable']"
8770909,f,Vege San Choi Bao,"['san', 'bao']"
7671955,f,Banana,['banana']
9015241,b,Coffee White,"['coffee', 'white']"
9777290,f,"Soup Vegetable, Bread Rye","['soup', 'vegetable', 'bread', 'rye']"
8951138,b,Chai Turmeric Soy,"['chai', 'turmeric', 'soy']"
807979,f,Cashew Nuts,['cashew nut']
7776080,f,"Pumpkin Salad, Beans, Lasagne","['pumpkin', 'salad', 'bean', 'lasagne']"
3350137,f,Yogurt Plain,"['yogurt', 'plain']"
4757859,f,"Soy Milk, Mueslie",['soy milk']
4267115,f,Hot Cross Bun,"['hot', 'bun']"
8199448,b,Coffee White,"['coffee', 'white']"
9773737,f,Macadamia Nuts,['macadamia nut']
4003107,f,"Homous, Bread Wholemeal","['homous', 'bread', 'wholemeal']"
8434529,b,Tea White,"['tea', 'white']"
3710984,b,Coffee White,"['coffee', 'white']"
2344236,f,"Soup Vegetable, Yogurt Plain","['soup', 'vegetable', 'yogurt', 'plain']"
7295523,f,Cookie Small,"['cookie', 'small']"
3599594,f,"Chickpea, Vegetables, Tagine","['chickpea', 'vegetable', 'tagine']"
4475804,f,Yogurt Greek,"['yogurt', 'greek']"
5309459,b,Coffee White,"['coffee', 'white']"
4704489,f,Soup Vegetable,"['soup', 'vegetable']"
3224285,b,Chai Turmeric Soy,"['chai', 'turmeric', 'soy']"
7046217,f,"Tahini, Bread Rye","['tahini', 'bread', 'rye']"
1053354,b,Choc Powder With Water,"['powder', 'water']"
984045,f,Cupcake,['cupcake']
8207771,f,Chocolate Bar,['chocolate bar']
3188265,f,"Vegetables, Tofu","['vegetable', 'tofu']"
7223524,f,"Eggs, Bread Wholemeal","['egg', 'bread', 'wholemeal']"
3334903,b,Coffee White,"['coffee', 'white']"
5252882,f,Macadamia Nuts,['macadamia nut']
6328029,f,Nut Bar,['nut bar']
2025702,f,Chocolate,['chocolate']
3849341,b,Coffee White,"['coffee', 'white']"
6898349,f,Hot Cross Bun,"['hot', 'bun']"
3596360,f,Soup Vegetable,"['soup', 'vegetable']"
8915608,f,"Vegetables, Salmon","['vegetable', 'salmon']"
9549173,b,Coffee White,"['coffee', 'white']"
4543149,f,Porridge,['porridge']
6262981,f,"Lettuce, Tuna, Bread Wholemeal","['lettuce', 'tuna', 'bread', 'wholemeal']"
5100613,f,Cake,['cake']
9238626,f,Bolognese Pasta,"['bolognese', 'pasta']"
8038835,f,Risotto Vegetables,"['risotto', 'vegetable']"
2440032,f,Banana,['banana']
2135361,f,Banana,['banana']
5408822,b,Coffee White,"['coffee', 'white']"
1362568,f,Soup Vegetable,"['soup', 'vegetable']"
5521675,f,"Homous, Crackers","['homous', 'cracker']"
688970,f,"Icecream, Lollies",['icecream']
3244069,b,Coffee White,"['coffee', 'white']"
65091,f,"Quinoa, Salad","['quinoa', 'salad']"
1131725,b,Coffee Black,['coffee black']
6767125,b,Coffee White,"['coffee', 'white']"
8473091,b,Chai Turmeric Soy,"['chai', 'turmeric', 'soy']"
364429,f,Freekeh Salad,['salad']
813033,f,Yogurt Flavoured,"['yogurt', 'flavoured']"
9006009,f,"Homous, Quorn Vegetarian Schnitzel, Salad","['homous', 'quorn', 'vegetarian', 'salad']"
9010754,f,Cake,['cake']
3931909,f,Protein Unflavoured Whey,"['protein', 'whey']"
6881281,f,"Vegetables, Tahini","['vegetable', 'tahini']"
8768964,f,Apple,['apple']
282202,f,"Vegetables, Salmon","['vegetable', 'salmon']"
6911386,f,"Soy Milk, Mueslie",['soy milk']
4824511,f,"Soy Milk, Mueslie",['soy milk']
787740,f,Cheesecake,['cheesecake']
9210138,f,Cookie,['cookie']
7315699,b,Coffee White,"['coffee', 'white']"
7952663,f,"Rice White, Vegetables, Tofu","['rice', 'white', 'vegetable', 'tofu']"
3929047,b,Chai Turmeric Soy,"['chai', 'turmeric', 'soy']"
7322237,f,Cake,['cake']
9694190,f,"Vegetables, Pie, Fish","['vegetable', 'pie', 'fish']"
1169789,f,Cookie,['cookie']
2678595,f,"Eggs Scrambled, Bread Wholemeal","['egg', 'bread', 'wholemeal']"
3682241,f,Macadamia Nuts,['macadamia nut']
5486559,f,Peach,['peach']
6788165,f,"Peanut Butter, Bread Wholemeal","['peanut butter', 'bread', 'wholemeal']"
2385817,b,Coffee White,"['coffee', 'white']"
4167245,f,"Tofu, Rice Brown","['tofu', 'rice', 'brown']"
8003051,f,Cashew Nuts,['cashew nut']
9362075,f,Melon Honey Dew,"['melon', 'honey', 'dew']"
5778507,f,Coffee White,"['coffee', 'white']"
4137915,f,"Vegetables Stir Fry, Rice Brown, Tofu, Tempura","['stir fry', 'vegetable', 'rice', 'brown', 'tofu']"
8299147,f,Icecream,['icecream']
6835215,f,Hot Cross Bun,"['hot', 'bun']"
5655626,b,Coffee White,"['coffee', 'white']"
8920248,f,"Icecream, Waffle","['icecream', 'waffle']"
8828788,b,Coffee White,"['coffee', 'white']"
6434578,f,Soup Vegetable,"['soup', 'vegetable']"
2229003,f,Chocolate,['chocolate']
4406893,b,Wine Red,"['wine', 'red']"
761359,f,Banana,['banana']
258289,f,Sports Bar,"['sport', 'bar']"
9875295,b,Coffee White,"['coffee', 'white']"
7554893,f,Protein Unflavoured Whey,"['protein', 'whey']"
3182591,f,"Dip, Eggs Scrambled, Bread Wholemeal","['egg', 'bread', 'wholemeal']"
6231307,f,"Soup Vegetable, Yogurt Plain","['soup', 'vegetable', 'yogurt', 'plain']"
2539590,f,Macadamia Nuts,['macadamia nut']
4098112,f,"Fish Cakes, Beetroot Salad, Green Beans","['fish', 'cake', 'beetroot', 'salad', 'green bean']"
4217833,f,"Figs Baked, Yogurt Flavoured","['fig', 'baked', 'yogurt', 'flavoured']"
626595,b,"Ginger, Vodka","['ginger', 'vodka']"
5356580,f,Chocolate,['chocolate']
2213407,b,Coffee Black,['coffee black']
6695181,b,Coffee White,"['coffee', 'white']"
7254800,f,"Cashew Nuts, Macadamia Nuts","['cashew nut', 'macadamia nut']"
5455104,f,"Fish Cakes, Beetroot Salad","['fish', 'cake', 'beetroot', 'salad']"
514889,f,"Peanut Butter, Bread Wholemeal","['peanut butter', 'bread', 'wholemeal']"
4352948,f,Chocolate,['chocolate']
8025606,b,Cocoa,['cocoa']
7579091,f,"Cheese, Spinach, Sour Cream, Avocado, Black Bean Chilli","['cheese', 'spinach', 'sour cream', 'avocado', 'black bean', 'chilli']"
9888401,f,"Cheese Blue, Yogurt Flavoured","['cheese', 'blue', 'yogurt', 'flavoured']"
4335855,b,Coffee Black,['coffee black']
8344567,f,"Soup Vegetable, Bread Wholemeal","['soup', 'vegetable', 'bread', 'wholemeal']"
4509865,f,"Peas, Noodles","['pea', 'noodle']"
2915736,f,Chocolate,['chocolate']
1812770,b,Coffee White,"['coffee', 'white']"
3074590,f,"Tahini, Bread Fruit","['tahini', 'bread', 'fruit']"
4609246,b,Matcha Soy,"['matcha', 'soy']"
7538574,f,Donut,['donut']
2525069,f,"Soup Vegetable, Yogurt Plain","['soup', 'vegetable', 'yogurt', 'plain']"
8056289,f,"Yogurt Greek, Fruit","['yogurt', 'greek', 'fruit']"
7655480,f,Cassoulet Sausage,['sausage']
6987819,b,Coffee White,"['coffee', 'white']"
8207004,f,Muffin,['muffin']
3266350,f,Chocolate,['chocolate']
5622596,b,Wine Sparkling,"['wine', 'sparkling']"
3066600,f,Macadamia Nuts,['macadamia nut']
5578405,f,Protein Unflavoured Whey,"['protein', 'whey']"
7905510,f,Soup Vegetable,"['soup', 'vegetable']"
9083872,b,Chai Turmeric Soy,"['chai', 'turmeric', 'soy']"
6408159,b,Wine Sparkling,"['wine', 'sparkling']"
2949590,f,Chocolate,['chocolate']
9531701,b,Coffee Black,['coffee black']
1279780,f,Cashew Nuts,['cashew nut']
64175,f,"Avocado, Bread Wholemeal","['avocado', 'bread', 'wholemeal']"
5304679,f,"Noodles, Salad Vietnamese Tofu","['noodle', 'salad', 'vietnamese', 'tofu']"
2207555,f,Chocolate,['chocolate']
6505825,f,Cupcake,['cupcake']
9727402,b,Wine Sparkling,"['wine', 'sparkling']"
6688763,f,"Cheese, Cookie Small, Chocolate","['cheese', 'cookie', 'small', 'chocolate']"
6154444,f,"Spinach Pie, Vege Burger","['spinach', 'pie', 'burger']"
5104912,f,Soup Vegetable,"['soup', 'vegetable']"
9131248,f,"Soup Vegetable, Sour Cream","['soup', 'vegetable', 'sour cream']"
4369249,f,Sports Gel,"['sport', 'gel']"
9265321,f,Sports Bar,"['sport', 'bar']"
3241353,b,Coffee White,"['coffee', 'white']"
9621324,f,Nectarine,['nectarine']
9731244,f,Sushi Nori Roll Tuna,"['sushi', 'roll', 'tuna']"
2497411,b,Cocoa,['cocoa']
6413488,f,Soup Vegetable,"['soup', 'vegetable']"
2708557,b,Gin And Tonic,['gin tonic']
1415268,b,Vodka,['vodka']
8519461,f,Banana,['banana']
788332,f,Hot Cross Bun,"['hot', 'bun']"
2159505,f,"Eggs Scrambled, Avocado, Bread Wholemeal","['egg', 'avocado', 'bread', 'wholemeal']"
7647897,f,Pizza Homemade,"['pizza', 'homemade']"
8438902,f,"Vege Burger, Salad, Bread Wholemeal","['burger', 'salad', 'bread', 'wholemeal']"
5280157,b,Gin And Tonic,['gin tonic']
8969873,b,Coffee Black,['coffee black']
2505407,f,Soup Vegetable,"['soup', 'vegetable']"
8829031,b,Cocoa,['cocoa']
9428227,f,"Rice White, Meatballs","['rice', 'white', 'meatball']"
9031711,b,Coffee Black,['coffee black']
352329,b,Coffee White,"['coffee', 'white']"
7632561,f,Carrot,['carrot']
2645399,f,Chocolate,['chocolate']
2776109,f,Smoothie Micronutrient,"['smoothie', 'micronutrient']"
776691,b,Coffee Black,['coffee black']
5182865,f,"Noodles, Tuna, Salad Vietnamese Tofu","['noodle', 'tuna', 'salad', 'vietnamese', 'tofu']"
5862318,f,Porridge,['porridge']
2001785,f,Hot Cross Bun,"['hot', 'bun']"
4070358,b,Chai Turmeric Soy,"['chai', 'turmeric', 'soy']"
2416612,f,Yogurt Plain,"['yogurt', 'plain']"
6271693,f,"Tofu, Laksa","['tofu', 'laksa']"
7208771,f,Chocolate,['chocolate']
8946213,f,Protein Unflavoured Whey,"['protein', 'whey']"
6777782,f,"Soy Milk, Mueslie, Yogurt Plain","['soy milk', 'yogurt', 'plain']"
4193756,b,Coffee Black,['coffee black']
9401817,f,Apple,['apple']
7171067,f,Muesli Bar,"['muesli', 'bar']"
628243,f,"Almond Nuts, Chickpea, Vegetables, Yogurt Plain","['almond', 'nut', 'chickpea', 'vegetable', 'yogurt', 'plain']"
8531510,f,Porridge,['porridge']
8307473,f,Sports Gel,"['sport', 'gel']"
594595,f,Banana,['banana']
968286,f,Laksa,['laksa']
1160854,f,"Vegetables, Salmon","['vegetable', 'salmon']"
4888549,b,Wine Red,"['wine', 'red']"
8579024,f,Chocolate,['chocolate']
3104503,b,Coffee White,"['coffee', 'white']"
9352992,m,Caffeine,['caffeine']
9096267,f,Banana,['banana']
7993347,f,"Mueslie, Yogurt Plain","['yogurt', 'plain']"
9388178,b,Coffee White,"['coffee', 'white']"
1708172,f,"Peanut Butter, Bread Wholemeal","['peanut butter', 'bread', 'wholemeal']"
8548181,f,Soup Vegetable,"['soup', 'vegetable']"
1446750,f,Cashew Nuts,['cashew nut']
1033083,f,Eggs Scrambled,['egg']
1751021,f,"Peanut Butter, Bread Wholemeal","['peanut butter', 'bread', 'wholemeal']"
4424422,b,Coffee White,"['coffee', 'white']"
5143480,f,Prunes,['prune']
421666,f,Cashew Nuts,['cashew nut']
1272251,f,Cheese,['cheese']
8251559,f,"Fish, Sweet Potato, Salad","['fish', 'sweet potato', 'salad']"
9564950,f,Muffin,['muffin']
4203063,f,"Cheese, Avocado, Bread Wholemeal","['cheese', 'avocado', 'bread', 'wholemeal']"
7362096,f,Apple,['apple']
9386264,b,Coffee White,"['coffee', 'white']"
2474627,f,Crisps,['crisp']
2424109,f,"Sausages, Corn, Sweet Potato, Salad","['sausage', 'corn', 'sweet potato', 'salad']"
9180559,b,Wine Red,"['wine', 'red']"
8179091,b,Coffee Black,['coffee black']
6074902,f,"Avocado, Bread Wholemeal","['avocado', 'bread', 'wholemeal']"
6190137,f,Cashew Nuts,['cashew nut']
2206461,b,Coffee White,"['coffee', 'white']"
1341700,b,Coffee White,"['coffee', 'white']"
9224625,b,Wine Red,"['wine', 'red']"
9775298,f,Soup Vegetable,"['soup', 'vegetable']"
6279727,f,Apple,['apple']
305514,f,Chocolate,['chocolate']
471174,f,"Cheese, Avocado, Bread Wholemeal","['cheese', 'avocado', 'bread', 'wholemeal']"
4211883,b,Coffee White,"['coffee', 'white']"
3565142,f,Soup Vegetable,"['soup', 'vegetable']"
5522173,f,"Chips, Beef Burger","['chip', 'beef burger']"
900129,f,Chocolate,['chocolate']
6374687,f,Bread Fruit,"['bread', 'fruit']"
2294505,b,Coffee White,"['coffee', 'white']"
3696979,f,Banana,['banana']
4300722,m,Caffeine,['caffeine']
4511254,f,"Mueslie, Yogurt Plain","['yogurt', 'plain']"
2028209,f,Protein Unflavoured Whey,"['protein', 'whey']"
9869683,f,"Noodles, Vegetables Stir Fry, Prawns","['noodle', 'stir fry', 'vegetable', 'prawn']"
6095164,f,"Plum Cake, Icecream","['plum', 'cake', 'icecream']"
500020,b,Wine Red,"['wine', 'red']"
9993512,b,Coffee White,"['coffee', 'white']"
3449464,f,"Mueslie, Soy Milk",['soy milk']
6912699,f,Banana,['banana']
8111200,f,Cookie Small,"['cookie', 'small']"
9131458,f,"Pasta, Salmon, Vegetables","['pasta', 'salmon', 'vegetable']"
4960830,f,Laksa,['laksa']
5268599,f,"Eggs, Cheese, Bread Wholemeal","['egg', 'cheese', 'bread', 'wholemeal']"
4174111,b,Coffee White,"['coffee', 'white']"
1265806,b,Wine Red,"['wine', 'red']"
9237799,f,Cashew Nuts,['cashew nut']
3249886,f,Almond Nuts,"['almond', 'nut']"
749509,b,Coffee White,"['coffee', 'white']"
6587640,f,"Bread Wholemeal, Peanut Butter","['bread', 'wholemeal', 'peanut butter']"
6815714,f,Pizza Homemade,"['pizza', 'homemade']"
7450177,b,Wine Red,"['wine', 'red']"
4838718,f,"Salad, Broccoli, Lentil, Walnuts, Sweet Potato","['salad', 'broccoli', 'lentil', 'walnut', 'sweet potato']"
8062382,f,"Plum Cake, Icecream","['plum', 'cake', 'icecream']"
2716101,f,Pizza Homemade,"['pizza', 'homemade']"
8811212,f,Almond Nuts,"['almond', 'nut']"
5343668,b,Coffee White,"['coffee', 'white']"
3241702,f,Chocolate,['chocolate']
1765411,f,"Salad, Vegetables, Lentil, Walnuts","['salad', 'vegetable', 'lentil', 'walnut']"
8236909,f,Soup Vegetable,"['soup', 'vegetable']"
7624684,f,Cake,['cake']
4931972,f,"Fish, Coleslaw, Chips","['fish', 'coleslaw', 'chip']"
7162101,f,"Banana, Sports Bar, Sports Gel","['banana', 'sport', 'bar', 'sport', 'gel']"
2014427,b,Coffee White,"['coffee', 'white']"
8146623,b,Chocolate Milk,['chocolate milk']
4763864,f,Protein Unflavoured Whey,"['protein', 'whey']"
5350362,f,"Bread Wholemeal, Cheese Goat Cheddar, Apple","['bread', 'wholemeal', 'cheese', 'goat', 'cheddar', 'apple']"
8102016,b,Coffee White,"['coffee', 'white']"
2041326,f,"Salad, Vegetables, Lentil","['salad', 'vegetable', 'lentil']"
2914655,f,"Chocolate, Icecream, Cashew Nuts, Gnocchi","['chocolate', 'icecream', 'cashew nut', 'gnocchi']"
9069506,b,Cocktail,['cocktail']
3742040,f,"Salad, Gnocchi","['salad', 'gnocchi']"
1600483,f,"Salad, Chocolate, Gnocchi","['salad', 'chocolate', 'gnocchi']"
5984011,f,Tuna,['tuna']
5406430,b,Coffee White,"['coffee', 'white']"
7123979,f,"Rice White, Indian Curry Dinner","['rice', 'white', 'indian', 'curry', 'dinner']"
1936880,f,"Cheese Blue, Chocolate","['cheese', 'blue', 'chocolate']"
4096806,f,Soup Vegetable,"['soup', 'vegetable']"
5111603,f,Chocolate,['chocolate']
3734980,f,Corn,['corn']
6936127,f,Bread Fruit,"['bread', 'fruit']"
6458380,b,Coffee White,"['coffee', 'white']"
2891575,f,"Avocado, Bread Wholemeal","['avocado', 'bread', 'wholemeal']"
7996975,f,"Dal Lentils, Rice White","['dal', 'lentil', 'rice', 'white']"
6461792,f,"Chocolate, Risotto, Vegetables","['chocolate', 'risotto', 'vegetable']"
6704757,b,Wine Red,"['wine', 'red']"
4293551,f,"Banana, Orange","['banana', 'orange']"
8033791,b,Coffee White,"['coffee', 'white']"
1659996,f,"Noodles, Rice, Fish, Prawns, Vegetables","['noodle', 'rice', 'fish', 'prawn', 'vegetable']"
3054181,f,Banana,['banana']
3168391,m,Caffeine,['caffeine']
6470360,b,Coffee White,"['coffee', 'white']"
786131,f,"Mueslie, Soy Milk",['soy milk']
6659687,f,Protein Unflavoured Whey,"['protein', 'whey']"
2905447,f,Peas,['pea']
9090222,f,"Soup Vegetable, Apple","['soup', 'vegetable', 'apple']"
5905305,f,Bread Fruit,"['bread', 'fruit']"
1364991,b,Coffee White,"['coffee', 'white']"
2139079,b,Coffee White,"['coffee', 'white']"
4886536,f,Soup Vegetable,"['soup', 'vegetable']"
4669200,f,"Avocado, Bread Wholemeal, Apple","['avocado', 'bread', 'wholemeal', 'apple']"
4367423,b,"Coffee White, Coffee Black","['coffee', 'white', 'coffee black']"
5355843,f,"Black Bean Chilli, Cake, Pizza Homemade","['black bean', 'chilli', 'cake', 'pizza', 'homemade']"
4423342,b,Wine Red,"['wine', 'red']"
5628227,f,Soup Vegetable,"['soup', 'vegetable']"
2159557,f,Cheese,['cheese']
6475623,b,Coffee White,"['coffee', 'white']"
4899722,f,Hot Cross Bun,"['hot', 'bun']"
6188034,f,"Mueslie, Soy Milk",['soy milk']
9411416,f,Protein Unflavoured Whey,"['protein', 'whey']"
2755785,f,"Soup Vegetable, Bread Wholemeal","['soup', 'vegetable', 'bread', 'wholemeal']"
9346806,f,Cashew Nuts,['cashew nut']
1160920,b,Coffee White,"['coffee', 'white']"
9188862,f,"Pasta, Salmon, Vegetables","['pasta', 'salmon', 'vegetable']"
4766268,f,"Porridge, Pear","['porridge', 'pear']"
1965903,f,"Pesto, Cheese, Bagel","['pesto', 'cheese', 'bagel']"
9429822,b,Coffee White,"['coffee', 'white']"
3195465,f,Protein Unflavoured Whey,"['protein', 'whey']"
2523702,f,"Yogurt Plain, Soup Vegetable, Bread Wholemeal","['yogurt', 'plain', 'soup', 'vegetable', 'bread', 'wholemeal']"
439203,f,Cashew Nuts,['cashew nut']
841187,f,"Yogurt Plain, Soup Vegetable","['yogurt', 'plain', 'soup', 'vegetable']"
9862028,b,Coffee White,"['coffee', 'white']"
8032906,b,Coffee Black,['coffee black']
4245560,f,Chocolate,['chocolate']
9913777,f,"Salad, Pasta, Yogurt Flavoured, Bolognese","['salad', 'pasta', 'yogurt', 'flavoured', 'bolognese']"
407214,b,Wine Red,"['wine', 'red']"
9390498,f,"Sushi Nori Roll Tuna, Tart, Cake","['sushi', 'roll', 'tuna', 'tart', 'cake']"
9593303,f,Cake,['cake']
2681140,f,"Black Bean Chilli, Salad, Cheese","['black bean', 'chilli', 'salad', 'cheese']"
4195331,b,Coffee White,"['coffee', 'white']"
145219,f,"Salad, Felafel, Vegetables","['salad', 'felafel', 'vegetable']"
3545183,f,"Rice Paper Roll, Soup Vegetable, Fish, Chocolate","['rice', 'paper', 'roll', 'soup', 'vegetable', 'fish', 'chocolate']"
4025210,b,Coffee Black,['coffee black']
1662374,f,"Cheese Blue, Soup Vegetable, Cheese, Bread Wholemeal, Quiche","['cheese', 'blue', 'soup', 'vegetable', 'cheese', 'bread', 'wholemeal', 'quiche']"
707024,b,Cocktail,['cocktail']
9474880,b,Cocktail,['cocktail']
5520232,f,"Soup Vegetable, Chocolate, Bread Wholemeal","['soup', 'vegetable', 'chocolate', 'bread', 'wholemeal']"
2027472,f,Chocolate,['chocolate']
7405889,b,Coffee White,"['coffee', 'white']"
7162464,f,"Soup Vegetable, Sour Cream","['soup', 'vegetable', 'sour cream']"
9878006,f,Cashew Nuts,['cashew nut']
9598126,f,"Cabbage, Cheese, Corn, Bread Wholemeal, Soup","['cabbage', 'cheese', 'corn', 'bread', 'wholemeal', 'soup']"
9524760,f,Chocolate,['chocolate']
2941550,b,Coffee White,"['coffee', 'white']"
4695811,f,"Mueslie, Yogurt Plain","['yogurt', 'plain']"
9220734,f,Banana,['banana']
1117894,f,"Soup Vegetable, Sour Cream, Bread Wholemeal","['soup', 'vegetable', 'sour cream', 'bread', 'wholemeal']"
2815626,b,Coffee Black,['coffee black']
5814287,f,Chocolate,['chocolate']
