,ID,food_type,desc_text,cleaned
1169,27907,f,"Buckwheat Pancakes, Sunflower Seed Butter, Strawberry Blueberry Sauce","['buckwheat', 'pancake', 'sunflower seed', 'butter', 'strawberry blueberry', 'sauce']"
1170,8380221,b,Coffee,['coffee']
1171,231464,m,"Probiotic, Omega Supplement, Hydrolyzed Collagen, Multivitamin, Iron Supplement","['probiotic', 'omega', 'supplement', 'collagen', 'multivitamin', 'iron', 'supplement']"
1172,8219345,b,Coffee,['coffee']
1173,2291033,f,"Spinach, Avocado, Sweet Potato Black Bean Veggie, Olive Oil","['spinach', 'avocado', 'sweet potato', 'black bean', 'veggie', 'olive oil']"
1174,8256680,f,Pumpkin Overnight Oats,"['overnight oat', 'pumpkin']"
1175,4727047,w,Water,['water']
1176,8561682,w,Water,['water']
1177,6074138,f,"Walnuts, Matcha Cacao Nib Macaroons","['walnut', 'cacao nib', 'matcha']"
1178,8079053,w,Water,['water']
1179,8689353,f,"Trout, Broccoli, Avocado, Chocolate Zucchini Bread","['trout', 'broccoli', 'avocado', 'chocolate', 'zucchini', 'bread']"
1180,7521300,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1181,5310714,w,Water,['water']
1182,5876309,w,Water,['water']
1183,867621,f,"Eggs, Buckwheat Bread, Avocado","['egg', 'buckwheat', 'bread', 'avocado']"
1184,9198338,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1185,8507474,m,"Probiotic, Omega Supplement, Multivitamin","['probiotic', 'omega', 'supplement', 'multivitamin']"
1186,3026411,b,Coffee,['coffee']
1187,506495,f,"Spinach, Trout, Avocado, Olive Oil, Pumpkin Overnight Oats","['spinach', 'trout', 'avocado', 'olive oil', 'overnight oat', 'pumpkin']"
1188,3055091,w,Water,['water']
1189,9702937,b,Coffee,['coffee']
1190,3242138,m,Hydrolyzed Collagen,['collagen']
1191,102848,w,Water,['water']
1192,9986283,f,"Walnuts, Pecans, Matcha Cacao Nib Macaroons","['walnut', 'pecan', 'cacao nib', 'matcha']"
1193,9399019,w,Water,['water']
1194,4161836,w,Water,['water']
1195,3414669,w,Water,['water']
1196,480547,w,Water,['water']
1197,936436,b,Coffee,['coffee']
1198,9921689,m,"Probiotic, Hydrolyzed Collagen, Multivitamin","['probiotic', 'collagen', 'multivitamin']"
1199,2785598,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1200,1462373,f,"Spinach, Chicken, Avocado, Olive Oil","['spinach', 'chicken', 'avocado', 'olive oil']"
1201,2545336,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1202,7155449,f,"Pumpkin Overnight Oats, Peaches","['overnight oat', 'pumpkin', 'peach']"
1203,5834629,w,Water,['water']
1204,9727806,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1205,9614816,f,"Spinach, Avocado, Olive Oil, Turkey Sausage","['spinach', 'avocado', 'olive oil', 'turkey sausage']"
1206,9485126,f,"Walnuts, Pecans","['walnut', 'pecan']"
1207,6594350,f,"Spinach, Avocado, Olive Oil, Chicken","['spinach', 'avocado', 'olive oil', 'chicken']"
1208,1763596,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1209,2540399,f,"Buckwheat Bread, Eggs, Strawberry Blueberry Sauce, Sunflower Seed Butter","['buckwheat', 'bread', 'egg', 'strawberry blueberry', 'sauce', 'sunflower seed', 'butter']"
1210,1898985,b,Coffee,['coffee']
1211,8081976,m,Hydrolyzed Collagen,['collagen']
1212,7584676,w,Water,['water']
1213,5407290,m,"Omega Supplement, Probiotic, Multivitamin","['omega', 'supplement', 'probiotic', 'multivitamin']"
1214,8796753,w,Water,['water']
1215,3132606,f,"Walnuts, Pecans, Dates","['walnut', 'pecan', 'date']"
1216,9028880,f,"Turkey Sausage, Avocado","['turkey sausage', 'avocado']"
1217,1545780,f,"Eggs, Buckwheat Bread, Avocado","['egg', 'buckwheat', 'bread', 'avocado']"
1218,4311104,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1219,2471910,m,"Probiotic, Multivitamin, Omega Supplement","['probiotic', 'multivitamin', 'omega', 'supplement']"
1220,8595313,f,"Spinach, Avocado, Olive Oil, Sweet Potato Black Bean Burger","['spinach', 'avocado', 'olive oil', 'black bean burger', 'sweet potato']"
1221,7648182,w,Water,['water']
1222,7820394,f,"Walnuts, Oat Date Seed Bar","['walnut', 'oat', 'date', 'seed', 'bar']"
1223,2996630,w,Water,['water']
1224,8907369,f,"Zucchini Noodles, Ground Beef, Tomato Sauce","['zucchini', 'noodle', 'ground beef', 'tomato sauce']"
1225,1483682,w,Water,['water']
1226,1245847,w,Water,['water']
1227,5223511,m,Hydrolyzed Collagen,['collagen']
1228,5089486,b,Coffee,['coffee']
1229,8637817,w,Water,['water']
1230,8845734,f,"Buckwheat Crepes, Strawberry Blueberry Sauce","['buckwheat', 'crepe', 'strawberry blueberry', 'sauce']"
1231,2738505,b,Coffee,['coffee']
1232,213036,m,"Probiotic, Multivitamin, Omega Supplement, Hydrolyzed Collagen","['probiotic', 'multivitamin', 'omega', 'supplement', 'collagen']"
1233,8116658,w,Water,['water']
1234,5488097,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1235,15231,f,"Sweet Potato, Eggs, Bacon, Avocado","['sweet potato', 'egg', 'bacon', 'avocado']"
1236,6693045,f,"Pumpkin Overnight Oats, Cherries","['overnight oat', 'pumpkin', 'cherry']"
1237,5080224,w,Water,['water']
1238,7149519,f,"Chicken Thighs, Potato, Beans, Avocado, Peach Crisp","['chicken thigh', 'potato', 'bean', 'avocado', 'peach', 'crisp']"
1239,4841085,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1240,7436080,w,Water,['water']
1241,3626617,f,"Eggs, Buckwheat Bread, Avocado","['egg', 'buckwheat', 'bread', 'avocado']"
1242,3895841,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1243,6091659,w,Water,['water']
1244,9970040,b,Coffee,['coffee']
1245,9298710,m,"Probiotic, Omega Supplement, Hydrolyzed Collagen, Multivitamin","['probiotic', 'omega', 'supplement', 'collagen', 'multivitamin']"
1246,6554965,w,Water,['water']
1247,3934790,f,"Ground Beef, Chick Peas, Spinach, Avocado","['ground beef', 'chick pea', 'spinach', 'avocado']"
1248,5617545,f,"Popcorn, Walnuts, Dates","['popcorn', 'walnut', 'date']"
1249,9017029,w,Water,['water']
1250,1256782,w,Water,['water']
1251,7668369,f,"Buckwheat Pancakes, Strawberry Blueberry Sauce, Sunflower Seed Butter","['buckwheat', 'pancake', 'strawberry blueberry', 'sauce', 'sunflower seed', 'butter']"
1252,4157182,m,"Probiotic, Omega Supplement, Hydrolyzed Collagen, Multivitamin","['probiotic', 'omega', 'supplement', 'collagen', 'multivitamin']"
1253,2490202,b,Coffee,['coffee']
1254,1973822,f,Chocolate Zucchini Bread,"['chocolate', 'zucchini', 'bread']"
1255,7316200,f,"Chicken, Pork Sausage, Cucumber, Carrots, Celery, Avocado","['chicken', 'pork sausage', 'cucumber', 'carrot', 'celery', 'avocado']"
1256,8903421,f,"Apple Chia Seed Oatmeal, Peanut Butter","['chia seed', 'apple', 'oatmeal', 'peanut butter']"
1257,938897,f,"Spinach, Cucumber, Avocado, Turkey Sausage, Tomato","['spinach', 'cucumber', 'avocado', 'turkey sausage', 'tomato']"
1258,677991,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1259,8377043,w,Water,['water']
1260,7202910,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1261,3576374,w,Water,['water']
1262,8567393,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1263,7849355,w,Water,['water']
1264,4947279,f,"Eggs, Buckwheat Bread, Avocado","['egg', 'buckwheat', 'bread', 'avocado']"
1265,5921755,f,"Eggs, Buckwheat Bread, Avocado","['egg', 'buckwheat', 'bread', 'avocado']"
1266,6388820,b,Coffee,['coffee']
1267,725223,m,"Probiotic, Omega Supplement, Hydrolyzed Collagen, Multivitamin","['probiotic', 'omega', 'supplement', 'collagen', 'multivitamin']"
1268,7555394,f,"Pumpkin Overnight Oats, Strawberries","['overnight oat', 'pumpkin', 'strawberry']"
1269,3296602,f,"Spinach, Ground Beef, Garbanzo Beans, Avocado","['spinach', 'ground beef', 'garbanzo bean', 'avocado']"
1270,4634694,f,"Spinach, Strawberries, Blueberries, Peanut Butter, Hemp Hearts","['spinach', 'strawberry', 'blueberry', 'peanut butter', 'hemp heart']"
1271,6407800,b,Coconut Milk,['coconut milk']
1272,100134,w,Water,['water']
1273,4638479,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1274,962228,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1275,8409361,f,"Spinach, Avocado, Ground Beef, Tomato Sauce, Olive Oil","['spinach', 'avocado', 'ground beef', 'tomato sauce', 'olive oil']"
1276,3844553,w,Water,['water']
1277,4652401,f,"Banana, Walnuts, Dates","['banana', 'walnut', 'date']"
1278,9599395,w,Water,['water']
1279,478895,w,Water,['water']
1280,1413446,f,"Eggs, Buckwheat Bread, Sunflower Seed Butter, Strawberry Blueberry Sauce","['egg', 'buckwheat', 'bread', 'sunflower seed', 'butter', 'strawberry blueberry', 'sauce']"
1281,4770184,m,"Probiotic, Omega Supplement, Hydrolyzed Collagen, Multivitamin","['probiotic', 'omega', 'supplement', 'collagen', 'multivitamin']"
1282,9109946,b,Coffee,['coffee']
1283,8159106,b,Coffee,['coffee']
1284,7740092,f,"Spinach, Chicken, Avocado, Olive Oil","['spinach', 'chicken', 'avocado', 'olive oil']"
1285,764097,w,Water,['water']
1286,1777111,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1287,2595209,f,"Spinach, Avocado, Ground Beef, Olive Oil","['spinach', 'avocado', 'ground beef', 'olive oil']"
1288,1444553,w,Water,['water']
1289,9501611,w,Water,['water']
1290,1915444,f,"Eggs, Avocado, Buckwheat Bread","['egg', 'avocado', 'buckwheat', 'bread']"
1291,1528377,b,Coffee,['coffee']
1292,6074710,w,Water,['water']
1293,9967595,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1294,3706508,m,"Probiotic, Hydrolyzed Collagen, Multivitamin, Omega Supplement","['probiotic', 'collagen', 'multivitamin', 'omega', 'supplement']"
1295,3948874,f,"Spinach, Cauliflower, Avocado, Olive Oil, Chicken","['spinach', 'cauliflower', 'avocado', 'olive oil', 'chicken']"
1296,2917633,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1297,8242573,f,"Kale, Olive Oil, Pork Sausage, Tomato","['kale', 'olive oil', 'pork sausage', 'tomato']"
1298,3648715,w,Water,['water']
1299,3036002,w,Water,['water']
1300,7068892,f,Apple Chia Seed Oatmeal,"['chia seed', 'apple', 'oatmeal']"
1301,8958985,f,Sunflower Seed Butter,"['sunflower seed', 'butter']"
1302,5576499,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1303,3416457,w,Water,['water']
1304,475593,b,Coffee,['coffee']
1305,5356295,m,"Probiotic, Omega Supplement, Hydrolyzed Collagen, Multivitamin","['probiotic', 'omega', 'supplement', 'collagen', 'multivitamin']"
1306,3063290,w,Water,['water']
1307,549415,f,"Walnuts, Pecans, Dates","['walnut', 'pecan', 'date']"
1308,8757004,f,"Chicken, Avocado, Sweet Potato, Cauliflower","['chicken', 'avocado', 'sweet potato', 'cauliflower']"
1309,5936371,w,Water,['water']
1310,4806806,f,"Spinach, Ground Beef, Chick Peas, Avocado, Olive Oil, Pumpkin Overnight Oats","['spinach', 'ground beef', 'chick pea', 'avocado', 'olive oil', 'overnight oat', 'pumpkin']"
1311,8168215,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1312,6765825,w,Water,['water']
1313,6943018,w,Water,['water']
1314,8670681,w,Water,['water']
1315,6286545,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1316,6591504,b,Coffee,['coffee']
1317,1529813,f,"Eggs, Avocado, Buckwheat Bread","['egg', 'avocado', 'buckwheat', 'bread']"
1318,7912049,m,"Probiotic, Omega Supplement, Hydrolyzed Collagen, Multivitamin","['probiotic', 'omega', 'supplement', 'collagen', 'multivitamin']"
1319,3813672,w,Water,['water']
1320,8534332,f,"Kale, Avocado, Ground Beef, Chick Peas, Olive Oil","['kale', 'avocado', 'ground beef', 'chick pea', 'olive oil']"
1321,9703348,w,Water,['water']
1322,4539371,f,Pumpkin Overnight Oats,"['overnight oat', 'pumpkin']"
1323,9669004,f,Apple Chia Seed Oatmeal,"['chia seed', 'apple', 'oatmeal']"
1324,7499632,f,"Kale, Pork Sausage, Avocado, Olive Oil","['kale', 'pork sausage', 'avocado', 'olive oil']"
1325,3362979,f,"Banana, Walnuts, Dates","['banana', 'walnut', 'date']"
1326,9455840,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1327,2860972,w,Water,['water']
1328,372179,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1329,6562933,w,Water,['water']
1330,2813228,b,Coffee,['coffee']
1331,4436610,m,"Probiotic, Omega Supplement, Hydrolyzed Collagen, Multivitamin","['probiotic', 'omega', 'supplement', 'collagen', 'multivitamin']"
1332,8093780,f,"Kale, Hemp Hearts, Cacao, Sunflower Seed Butter","['kale', 'hemp heart', 'cacao', 'sunflower seed', 'butter']"
1333,7112265,b,"Coffee, Coconut Milk","['coffee', 'coconut milk']"
1334,7095402,w,Water,['water']
1335,9961429,f,"Kale, Chicken, Potato Chips, Green Beans","['kale', 'chicken', 'potato chip', 'green bean']"
1336,7880214,f,Oat Date Seed Bar,"['oat', 'date', 'seed', 'bar']"
1337,1249336,f,"Spinach, Avocado, Chicken, Cauliflower, Olive Oil","['spinach', 'avocado', 'chicken', 'cauliflower', 'olive oil']"
1338,5259947,b,Gatorade,['gatorade']
1339,8965109,w,Water,['water']
1340,1705841,w,Water,['water']
1341,7023738,w,Water,['water']
1342,8763717,w,Water,['water']
1343,5979340,w,Water,['water']
1344,7417543,w,Water,['water']
1345,1765821,f,"Zucchini, Spinach, Avocado, Olive Oil, Sweet Potato Black Bean Burger","['zucchini', 'spinach', 'avocado', 'olive oil', 'black bean burger', 'sweet potato']"
1346,5504782,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1347,8775228,w,Water,['water']
1348,6526721,b,"Coffee, Coconut Milk","['coffee', 'coconut milk']"
1349,6317303,f,"Spinach, Hemp Hearts, Sunflower Seed Butter, Dates, Cacao","['spinach', 'hemp heart', 'sunflower seed', 'butter', 'date', 'cacao']"
1350,9956589,f,"Buckwheat Bread, Eggs, Avocado","['buckwheat', 'bread', 'egg', 'avocado']"
1351,3203625,m,"Probiotic, Omega Supplement, Hydrolyzed Collagen, Multivitamin","['probiotic', 'omega', 'supplement', 'collagen', 'multivitamin']"
1352,2988684,w,Water,['water']
1353,3552718,f,"Beef, Corn, Peas, Potato","['beef', 'corn', 'pea', 'potato']"
1354,450120,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1355,1010409,f,Pumpkin Overnight Oats,"['overnight oat', 'pumpkin']"
1356,8274088,w,Water,['water']
1357,4435840,w,Water,['water']
1358,9768506,f,"Spinach, Beef, Avocado, Olive Oil","['spinach', 'beef', 'avocado', 'olive oil']"
1359,7148046,w,Water,['water']
1360,105894,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1361,8695147,w,Water,['water']
1362,7194049,f,"Buckwheat Pancakes, Sunflower Seed Butter, Strawberry Blueberry Sauce","['buckwheat', 'pancake', 'sunflower seed', 'butter', 'strawberry blueberry', 'sauce']"
1363,1699634,m,"Probiotic, Omega Supplement, Hydrolyzed Collagen, Multivitamin","['probiotic', 'omega', 'supplement', 'collagen', 'multivitamin']"
1364,6382633,f,"Walnuts, Matcha Coconut Cacao Bites","['walnut', 'matcha', 'coconut', 'cacao', 'bite']"
1365,7621116,w,Water,['water']
1366,7240353,f,"Eggs, Buckwheat Bread, Avocado","['egg', 'buckwheat', 'bread', 'avocado']"
1367,1299975,m,"Omega Supplement, Multivitamin, Probiotic","['omega', 'supplement', 'multivitamin', 'probiotic']"
1368,9751293,w,Water,['water']
1369,7075479,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1370,4001806,f,"Kale, Avocado, Chicken, Olive Oil, Pumpkin Overnight Oats","['kale', 'avocado', 'chicken', 'olive oil', 'overnight oat', 'pumpkin']"
1371,4080331,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1372,1780182,w,Water,['water']
1373,6367964,w,Water,['water']
1374,1743793,f,"Walnuts, Oat Date Seed Bar","['walnut', 'oat', 'date', 'seed', 'bar']"
1375,8452650,f,"Sweet Potato Black Bean Burger, Spinach, Avocado, Olive Oil, Pumpkin Overnight Oats","['black bean burger', 'sweet potato', 'spinach', 'avocado', 'olive oil', 'overnight oat', 'pumpkin']"
1376,6998056,w,Water,['water']
1377,5871335,b,Coffee,['coffee']
1378,6574934,m,Hydrolyzed Collagen,['collagen']
1379,8767870,w,Water,['water']
1380,1348291,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1381,1787341,f,"Apple Chia Seed Oatmeal, Sunflower Seed Butter","['chia seed', 'apple', 'oatmeal', 'sunflower seed', 'butter']"
1382,3390926,m,"Probiotic, Omega Supplement, Hydrolyzed Collagen, Multivitamin","['probiotic', 'omega', 'supplement', 'collagen', 'multivitamin']"
1383,9371608,b,Coffee,['coffee']
1384,7148527,f,"Spinach, Chicken, Avocado, Olive Oil, Pumpkin Overnight Oats","['spinach', 'chicken', 'avocado', 'olive oil', 'overnight oat', 'pumpkin']"
1385,865351,f,"Trout, Broccoli, Corn","['trout', 'broccoli', 'corn']"
1386,4738223,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1387,5810682,w,Water,['water']
1388,2115004,w,Water,['water']
1389,3777763,w,Water,['water']
1390,8624379,w,Water,['water']
1391,9284697,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1392,5651340,f,"Eggs, Buckwheat Bread, Avocado","['egg', 'buckwheat', 'bread', 'avocado']"
1393,6696789,m,"Probiotic, Omega Supplement, Hydrolyzed Collagen, Multivitamin","['probiotic', 'omega', 'supplement', 'collagen', 'multivitamin']"
1394,6485141,b,Coffee,['coffee']
1395,7554065,w,Water,['water']
1396,7002485,f,"Kale, Trout, Avocado, Olive Oil, Pumpkin Overnight Oats","['kale', 'trout', 'avocado', 'olive oil', 'overnight oat', 'pumpkin']"
1397,3178141,b,Coffee,['coffee']
1398,6807885,f,"Buckwheat Bread, Sunflower Seed Butter, Strawberry Blueberry Sauce, Eggs","['buckwheat', 'bread', 'sunflower seed', 'butter', 'strawberry blueberry', 'sauce', 'egg']"
1399,478721,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1400,9152543,f,"Eggs, Buckwheat Bread, Avocado","['egg', 'buckwheat', 'bread', 'avocado']"
1401,2750368,b,Coffee,['coffee']
1402,7841560,m,"Probiotic, Omega Supplement, Hydrolyzed Collagen, Multivitamin","['probiotic', 'omega', 'supplement', 'collagen', 'multivitamin']"
1403,6919662,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1404,2799510,w,Water,['water']
1405,1609012,w,Water,['water']
1406,9360944,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1407,4292828,f,"Spinach, Pork Sausage, Avocado, Olive Oil, Pumpkin Overnight Oats","['spinach', 'pork sausage', 'avocado', 'olive oil', 'overnight oat', 'pumpkin']"
1408,2745543,f,"Black Bean Butternut Squash, Jasmine Rice, Avocado, Chicken, Olive Oil, Spinach","['black bean', 'butternut squash', 'jasmine rice', 'avocado', 'chicken', 'olive oil', 'spinach']"
1409,1674152,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1410,8683697,w,Water,['water']
1411,9234889,w,Water,['water']
1412,7953385,w,Water,['water']
1413,6750242,f,"Buckwheat Pancakes, Strawberry Blueberry Sauce, Sunflower Seed Butter","['buckwheat', 'pancake', 'strawberry blueberry', 'sauce', 'sunflower seed', 'butter']"
1414,2108869,b,Coffee,['coffee']
1415,414118,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1416,8206845,m,"Probiotic, Omega Supplement, Hydrolyzed Collagen, Multivitamin","['probiotic', 'omega', 'supplement', 'collagen', 'multivitamin']"
1417,2856875,w,Water,['water']
1418,9000334,f,"Spinach, Chicken, Avocado, Olive Oil, Walnuts","['spinach', 'chicken', 'avocado', 'olive oil', 'walnut']"
1419,7184410,f,"Walnuts, Oat Date Seed Bar","['walnut', 'oat', 'date', 'seed', 'bar']"
1420,2791428,w,Water,['water']
1421,2466330,f,"Spinach, Black Bean Butternut Squash, Avocado, Chicken, Olive Oil, Pumpkin Overnight Oats","['spinach', 'black bean', 'butternut squash', 'avocado', 'chicken', 'olive oil', 'overnight oat', 'pumpkin']"
1422,3936862,b,Coffee,['coffee']
1423,6284679,w,Water,['water']
1424,6089739,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1425,3734976,w,Water,['water']
1426,3830813,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1427,9012139,f,"Eggs, Buckwheat Bread, Avocado","['egg', 'buckwheat', 'bread', 'avocado']"
1428,6212603,b,Coffee,['coffee']
1429,5272728,m,"Probiotic, Omega Supplement, Hydrolyzed Collagen, Multivitamin","['probiotic', 'omega', 'supplement', 'collagen', 'multivitamin']"
1430,3986730,b,Coffee,['coffee']
1431,9023749,f,"Spinach, Black Bean Butternut Squash, Avocado, Olive Oil, Pumpkin Overnight Oats","['spinach', 'black bean', 'butternut squash', 'avocado', 'olive oil', 'overnight oat', 'pumpkin']"
1432,3701968,w,Water,['water']
1433,5491611,f,"Walnuts, Pecans, Dates, Pumpkin Seeds","['walnut', 'pecan', 'date', 'pumpkin seed']"
1434,1389514,f,"Chicken, Potato, Green Beans","['chicken', 'potato', 'green bean']"
1435,7644931,f,"Oat Date Seed Bar, Walnuts","['oat', 'date', 'seed', 'bar', 'walnut']"
1436,7574369,w,Water,['water']
1437,8594002,w,Water,['water']
1438,7935507,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1439,5763906,w,Water,['water']
1440,6025664,w,Water,['water']
1441,1556470,w,Water With Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1442,6241659,f,"Apple Chia Seed Oatmeal, Blueberries, Sunflower Seed Butter","['chia seed', 'apple', 'oatmeal', 'blueberry', 'sunflower seed', 'butter']"
1443,1829384,m,"Probiotic, Multivitamin, Omega Supplement, Hydrolyzed Collagen","['probiotic', 'multivitamin', 'omega', 'supplement', 'collagen']"
1444,5823760,b,Coffee,['coffee']
1445,3039408,b,Coffee,['coffee']
1446,1335115,f,"Apple Chia Seed Oatmeal, Sunflower Seed Butter","['chia seed', 'apple', 'oatmeal', 'sunflower seed', 'butter']"
1447,7962322,m,"Probiotic, Omega Supplement, Multivitamin, Hydrolyzed Collagen","['probiotic', 'omega', 'supplement', 'multivitamin', 'collagen']"
1448,6855693,w,Water,['water']
1449,7468634,b,Water Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1450,1440542,w,Water,['water']
1451,5111530,b,Water Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1452,3060478,f,"Buckwheat Bread, Eggs, Sunflower Seed Butter, Strawberry Blueberry Sauce","['buckwheat', 'bread', 'egg', 'sunflower seed', 'butter', 'strawberry blueberry', 'sauce']"
1453,5067253,w,Water,['water']
1454,3284413,b,Coffee,['coffee']
1455,6556329,f,"Spinach, Chicken, Avocado, Olive Oil, Pumpkin Overnight Oats","['spinach', 'chicken', 'avocado', 'olive oil', 'overnight oat', 'pumpkin']"
1456,5471089,w,Water,['water']
1457,4122683,f,"Beef, Corn, Peas, Oatmeal Cookie","['beef', 'corn', 'pea', 'oatmeal cookie']"
1458,2445041,b,Water Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1459,2720319,w,Water,['water']
1460,9473145,w,Water,['water']
1461,6760533,f,"Walnuts, Oat Seed Date Bar","['walnut', 'oat', 'seed', 'date', 'bar']"
1462,4045396,f,"Eggs, Buckwheat Bread, Avocado","['egg', 'buckwheat', 'bread', 'avocado']"
1463,2502688,w,Water,['water']
1464,6524619,b,Water Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1465,3009571,w,Water,['water']
1466,8704364,w,Water,['water']
1467,4926970,f,"Eggs, Avocado, Green Pepper, Tomato, Onion, Potato","['egg', 'avocado', 'green pepper', 'tomato', 'onion', 'potato']"
1468,8477315,b,Coffee,['coffee']
1469,3696933,w,Water,['water']
1470,4128284,w,Water,['water']
1471,372474,w,Water,['water']
1472,32602,b,Water Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1473,8491541,f,"Buckwheat Crepes, Sunflower Seed Butter, Strawberry Blueberry Sauce","['buckwheat', 'crepe', 'sunflower seed', 'butter', 'strawberry blueberry', 'sauce']"
1474,5728822,b,Coffee,['coffee']
1475,810900,m,"Probiotic, Omega Supplement, Hydrolyzed Collagen, Multivitamin","['probiotic', 'omega', 'supplement', 'collagen', 'multivitamin']"
1476,7740585,f,"Avocado, Olive Oil, Chicken, Spinach","['avocado', 'olive oil', 'chicken', 'spinach']"
1477,4135375,b,Water Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1478,2275180,w,Water,['water']
1479,818197,w,Water,['water']
1480,388716,w,Water,['water']
1481,3366164,f,"Walnuts, Pecans, Dates","['walnut', 'pecan', 'date']"
1482,8343305,f,"Eggs, Avocado, Buckwheat Bread","['egg', 'avocado', 'buckwheat', 'bread']"
1483,4798899,b,Coffee,['coffee']
1484,9530138,b,Water Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1485,4580699,w,Water,['water']
1486,9932271,m,"Probiotic, Multivitamin, Omega Supplement","['probiotic', 'multivitamin', 'omega', 'supplement']"
1487,2819318,b,Coffee,['coffee']
1488,8662545,m,Hydrolyzed Collagen,['collagen']
1489,4368100,w,Water,['water']
1490,8038987,b,Coffee,['coffee']
1491,482979,f,"Spinach, Chicken, Avocado, Olive Oil, Pumpkin Overnight Oats","['spinach', 'chicken', 'avocado', 'olive oil', 'overnight oat', 'pumpkin']"
1492,2783765,f,"Oat Seed Date Bar, Walnuts","['oat', 'seed', 'date', 'bar', 'walnut']"
1493,4785166,w,Water,['water']
1494,5831564,b,Water Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1495,1198631,f,"Quinoa Pasta, Tomato Sauce, Ground Beef, Avocado","['quinoa', 'pasta', 'tomato sauce', 'ground beef', 'avocado']"
1496,4796521,w,Water,['water']
1497,9139761,w,Water,['water']
1498,1833321,w,Water,['water']
1499,9622708,f,"Eggs, Buckwheat Bread, Avocado","['egg', 'buckwheat', 'bread', 'avocado']"
1500,6569969,b,Water Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1501,752820,w,Water,['water']
1502,9322480,b,Coffee,['coffee']
1503,119413,m,"Probiotic, Multivitamin, Omega Supplement, Hydrolyzed Collagen","['probiotic', 'multivitamin', 'omega', 'supplement', 'collagen']"
1504,6060860,f,"Sweet Potato, Oat Seed Date Bar","['sweet potato', 'oat', 'seed', 'date', 'bar']"
1505,2580317,f,"Spinach, Chicken, Avocado, Olive Oil","['spinach', 'chicken', 'avocado', 'olive oil']"
1506,9400376,b,Water Apple Cider Vinegar,"['apple cider vinegar', 'water']"
1507,5259454,b,"Green Tea, Honey","['green tea', 'honey']"
1508,5746418,w,Water,['water']
1509,861545,f,"Pumpkin Overnight Oats, Cherries","['overnight oat', 'pumpkin', 'cherry']"
1510,547240,w,Water,['water']
1511,4532167,w,Water,['water']
