,ID,food_type,desc_text,cleaned
0,7572733,w,Water,['water']
1,411111,b,Coffee White,"['coffee', 'white']"
2,8409118,f,Salad,['salad']
3,9615131,b,Tea Black,['tea black']
4,8100781,f,Soup Vegetable,"['soup', 'vegetable']"
5,7338413,f,Macadamia Nuts,['macadamia nut']
6,7316136,b,Coffee Black,['coffee black']
7,4533615,b,Coffee Black,['coffee black']
8,427478,f,"Lettuce, Sweet Potato, Black Bean Chilli","['lettuce', 'sweet potato', 'black bean', 'chilli']"
9,2786442,f,Protein Unflavoured Whey,"['protein', 'whey']"
10,4068820,f,Mueslie Plain Yogurt Soy Milk,"['plain yogurt', 'soy milk']"
11,4396016,b,Tea White,"['tea', 'white']"
12,3485992,b,Coffee White,"['coffee', 'white']"
13,9795917,f,"Soup Vegetable, Yogurt Plain","['soup', 'vegetable', 'yogurt', 'plain']"
14,6523587,b,Coffee White,"['coffee', 'white']"
15,962929,f,"Cheese, Bread Wholemeal","['cheese', 'bread', 'wholemeal']"
16,697502,f,Cashews,['cashew']
17,727702,f,"Broccoli, Bolognese Pasta","['broccoli', 'bolognese', 'pasta']"
18,5781877,b,Coffee Black,['coffee black']
19,9199441,f,"Tahini, Bread Rye","['tahini', 'bread', 'rye']"
20,8202895,f,Protein Unflavoured Whey,"['protein', 'whey']"
21,9569489,f,"Soup Vegetable, Yogurt Plain","['soup', 'vegetable', 'yogurt', 'plain']"
22,2540158,b,Coffee White,"['coffee', 'white']"
23,6815069,b,Choc Powder With Water,"['powder', 'water']"
24,7388159,f,Tofu Penang Curry,"['tofu', 'curry']"
25,8727138,f,Cookie Small,"['cookie', 'small']"
26,6788550,b,Coffee Black,['coffee black']
27,2432430,f,Protein Unflavoured Whey,"['protein', 'whey']"
28,7531020,f,"Peanut Butter, Bread Wholemeal","['peanut butter', 'bread', 'wholemeal']"
29,2748374,f,Banana,['banana']
30,6594682,f,Indian Ratatouille,['indian']
31,3574205,b,Cocoa,['cocoa']
32,9875650,f,Soup Vegetable,"['soup', 'vegetable']"
33,5993494,f,"Cheese, Crackers","['cheese', 'cracker']"
34,5099527,f,Risotto Vegetables,"['risotto', 'vegetable']"
35,8114991,b,Wine White,"['wine', 'white']"
36,3336776,f,Muesli Bar,"['muesli', 'bar']"
37,4298947,f,Chocolate,['chocolate']
38,2326790,f,Chocolate,['chocolate']
39,9727325,b,Coffee White,"['coffee', 'white']"
40,3611137,f,Nori Roll,['roll']
41,8406602,f,Salad,['salad']
42,2017336,f,Tuna,['tuna']
43,2547215,b,Wine Red,"['wine', 'red']"
44,3243149,f,"Soup Vegetable, Yogurt Plain","['soup', 'vegetable', 'yogurt', 'plain']"
45,3100338,b,Coffee White,"['coffee', 'white']"
46,4419613,f,Pasta Tuna,"['pasta', 'tuna']"
47,9153304,f,Panforte,[]
48,8691125,b,Wine Red,"['wine', 'red']"
49,6559601,f,Slice,['slice']
50,6138910,f,Sports Gel,"['sport', 'gel']"
51,1422867,b,Coffee White,"['coffee', 'white']"
52,1954486,f,Beef Burger,['beef burger']
53,3764743,b,Ice Coffee,['ice coffee']
54,7866155,f,Sports Bar,"['sport', 'bar']"
55,8586249,b,Beer,['beer']
56,8237706,f,Vege Burger,['burger']
57,7082495,f,Icecream,['icecream']
58,566324,f,Sports Bar,"['sport', 'bar']"
59,8194807,b,Cocoa,['cocoa']
60,5015076,f,Cookie Small,"['cookie', 'small']"
61,8900985,b,Cocoa,['cocoa']
62,1464726,f,Laksa,['laksa']
63,8858667,f,Orange,['orange']
64,8374822,b,Tea Korean Rice,"['tea', 'korean', 'rice']"
65,3229966,f,Salad Vietnamese Tofu,"['salad', 'vietnamese', 'tofu']"
66,2490113,f,Cashew Nuts,['cashew nut']
67,5768272,f,"Peanut Butter, Bread Wholemeal","['peanut butter', 'bread', 'wholemeal']"
68,2541191,b,Coffee Black,['coffee black']
69,2224076,f,Peach,['peach']
70,3806061,f,Vegetarian Chili,"['vegetarian', 'chili']"
71,8677718,f,Icecream,['icecream']
72,2361039,b,Wine White,"['wine', 'white']"
73,7124815,f,Croissant,['croissant']
74,9651830,f,Muffin,['muffin']
75,6802944,f,Banana,['banana']
76,9288672,b,Coffee White,"['coffee', 'white']"
77,121092,f,Yogurt Plain,"['yogurt', 'plain']"
78,5089673,f,Cashew Nuts,['cashew nut']
79,1216014,f,Blueberries,['blueberry']
80,6921245,f,"Cassoulet, Spinach, Sweet Potato","['spinach', 'sweet potato']"
81,4236488,f,Peach,['peach']
82,216856,f,Cheese Goat Cheddar,"['cheese', 'goat', 'cheddar']"
83,3700037,f,Icecream,['icecream']
84,4470869,b,Coffee White,"['coffee', 'white']"
85,2736637,f,Protein Unflavoured Whey,"['protein', 'whey']"
86,7883671,f,"Soup Vegetable, Bread Rye","['soup', 'vegetable', 'bread', 'rye']"
87,3870803,b,Coffee White,"['coffee', 'white']"
88,6406709,f,Apple,['apple']
89,9076156,b,Tea Green,"['tea', 'green']"
90,2748765,f,"Beans, Lasagne","['bean', 'lasagne']"
91,1200655,b,Wine Red,"['wine', 'red']"
92,2951885,f,Banana,['banana']
93,4701876,b,Coffee White,"['coffee', 'white']"
94,9141609,f,Mueslie Plain Yogurt Soy Milk,"['plain yogurt', 'soy milk']"
95,1319055,f,Soup Vegetable,"['soup', 'vegetable']"
96,9892596,b,Chai Turmeric Soy,"['chai', 'turmeric', 'soy']"
97,3855682,f,Tart Kale,"['tart', 'kale']"
98,7112394,f,Almond Nuts,"['almond', 'nut']"
99,8538016,f,Peach,['peach']
100,7850014,f,"Cheese, Yogurt Plain","['cheese', 'yogurt', 'plain']"
101,7452390,b,Tea White,"['tea', 'white']"
102,2340146,b,Coffee Black,['coffee black']
103,317353,f,Smoothie Micronutrient,"['smoothie', 'micronutrient']"
104,5254658,f,Almond Nuts,"['almond', 'nut']"
105,7073062,f,Coffee Decaf White,"['coffee decaf', 'white']"
106,4579265,f,Cheese,['cheese']
107,29444,f,"Carrot, Peanut Butter, Bread Wholemeal","['carrot', 'peanut butter', 'bread', 'wholemeal']"
108,9687212,f,"Tempeh, Vegetables, Rice Brown","['tempeh', 'vegetable', 'rice', 'brown']"
109,1391730,f,"Yoghurt Coconut, Raspberries","['yoghurt', 'coconut', 'raspberry']"
110,1768160,f,Pancake,['pancake']
111,4259917,b,Coffee White,"['coffee', 'white']"
112,3190712,f,Banana,['banana']
113,2000049,f,Apple Cake,"['apple', 'cake']"
114,9356843,f,Pizza Homemade,"['pizza', 'homemade']"
115,1802835,b,Gin And Tonic,['gin tonic']
116,5016788,b,Beer,['beer']
117,4413057,f,Nut Bar,['nut bar']
118,5764850,f,Banana,['banana']
119,9581040,f,Sports Gel,"['sport', 'gel']"
120,6372260,f,Smoothie Micronutrient,"['smoothie', 'micronutrient']"
121,9911277,f,Pastries,['pastry']
122,8317852,b,Coffee White,"['coffee', 'white']"
123,3388027,f,Yogurt Greek,"['yogurt', 'greek']"
124,7269711,f,"Eggs Scrambled, Bread Wholemeal","['egg', 'bread', 'wholemeal']"
125,2124382,f,Grapes Green,"['grape', 'green']"
126,9463321,b,Coffee White,"['coffee', 'white']"
127,9845551,f,"Cashew Nuts, Pear","['cashew nut', 'pear']"
128,1596502,f,"Corn, Salmon, Quinoa","['corn', 'salmon', 'quinoa']"
129,9930062,f,Cheese Blue,"['cheese', 'blue']"
130,3853474,b,Gin And Tonic,['gin tonic']
131,7499113,b,Coffee Black,['coffee black']
132,656599,b,Coffee White,"['coffee', 'white']"
133,6162032,f,Cashew Nuts,['cashew nut']
134,1752272,f,Soup Vegetable,"['soup', 'vegetable']"
135,1521392,f,Risotto Vegetables,"['risotto', 'vegetable']"
136,8770909,f,Vege San Choi Bao,"['san', 'bao']"
137,7671955,f,Banana,['banana']
138,9015241,b,Coffee White,"['coffee', 'white']"
139,9777290,f,"Soup Vegetable, Bread Rye","['soup', 'vegetable', 'bread', 'rye']"
140,8951138,b,Chai Turmeric Soy,"['chai', 'turmeric', 'soy']"
141,807979,f,Cashew Nuts,['cashew nut']
142,7776080,f,"Pumpkin Salad, Beans, Lasagne","['pumpkin', 'salad', 'bean', 'lasagne']"
143,3350137,f,Yogurt Plain,"['yogurt', 'plain']"
144,4757859,f,"Soy Milk, Mueslie",['soy milk']
145,4267115,f,Hot Cross Bun,"['hot', 'bun']"
146,8199448,b,Coffee White,"['coffee', 'white']"
147,9773737,f,Macadamia Nuts,['macadamia nut']
148,4003107,f,"Homous, Bread Wholemeal","['homous', 'bread', 'wholemeal']"
149,8434529,b,Tea White,"['tea', 'white']"
150,3710984,b,Coffee White,"['coffee', 'white']"
151,2344236,f,"Soup Vegetable, Yogurt Plain","['soup', 'vegetable', 'yogurt', 'plain']"
152,7295523,f,Cookie Small,"['cookie', 'small']"
153,3599594,f,"Chickpea, Vegetables, Tagine","['chickpea', 'vegetable', 'tagine']"
154,4475804,f,Yogurt Greek,"['yogurt', 'greek']"
155,5309459,b,Coffee White,"['coffee', 'white']"
156,4704489,f,Soup Vegetable,"['soup', 'vegetable']"
157,3224285,b,Chai Turmeric Soy,"['chai', 'turmeric', 'soy']"
158,7046217,f,"Tahini, Bread Rye","['tahini', 'bread', 'rye']"
159,1053354,b,Choc Powder With Water,"['powder', 'water']"
160,984045,f,Cupcake,['cupcake']
161,8207771,f,Chocolate Bar,['chocolate bar']
162,3188265,f,"Vegetables, Tofu","['vegetable', 'tofu']"
163,7223524,f,"Eggs, Bread Wholemeal","['egg', 'bread', 'wholemeal']"
164,3334903,b,Coffee White,"['coffee', 'white']"
165,5252882,f,Macadamia Nuts,['macadamia nut']
166,6328029,f,Nut Bar,['nut bar']
167,2025702,f,Chocolate,['chocolate']
168,3849341,b,Coffee White,"['coffee', 'white']"
169,6898349,f,Hot Cross Bun,"['hot', 'bun']"
170,3596360,f,Soup Vegetable,"['soup', 'vegetable']"
171,8915608,f,"Vegetables, Salmon","['vegetable', 'salmon']"
172,9549173,b,Coffee White,"['coffee', 'white']"
173,4543149,f,Porridge,['porridge']
174,6262981,f,"Lettuce, Tuna, Bread Wholemeal","['lettuce', 'tuna', 'bread', 'wholemeal']"
175,5100613,f,Cake,['cake']
176,9238626,f,Bolognese Pasta,"['bolognese', 'pasta']"
177,8038835,f,Risotto Vegetables,"['risotto', 'vegetable']"
178,2440032,f,Banana,['banana']
179,2135361,f,Banana,['banana']
180,5408822,b,Coffee White,"['coffee', 'white']"
181,1362568,f,Soup Vegetable,"['soup', 'vegetable']"
182,5521675,f,"Homous, Crackers","['homous', 'cracker']"
183,688970,f,"Icecream, Lollies",['icecream']
184,3244069,b,Coffee White,"['coffee', 'white']"
185,65091,f,"Quinoa, Salad","['quinoa', 'salad']"
186,1131725,b,Coffee Black,['coffee black']
187,6767125,b,Coffee White,"['coffee', 'white']"
188,8473091,b,Chai Turmeric Soy,"['chai', 'turmeric', 'soy']"
189,364429,f,Freekeh Salad,['salad']
190,813033,f,Yogurt Flavoured,"['yogurt', 'flavoured']"
191,9006009,f,"Homous, Quorn Vegetarian Schnitzel, Salad","['homous', 'quorn', 'vegetarian', 'salad']"
192,9010754,f,Cake,['cake']
193,3931909,f,Protein Unflavoured Whey,"['protein', 'whey']"
194,6881281,f,"Vegetables, Tahini","['vegetable', 'tahini']"
195,8768964,f,Apple,['apple']
196,282202,f,"Vegetables, Salmon","['vegetable', 'salmon']"
197,6911386,f,"Soy Milk, Mueslie",['soy milk']
198,4824511,f,"Soy Milk, Mueslie",['soy milk']
199,787740,f,Cheesecake,['cheesecake']
200,9210138,f,Cookie,['cookie']
201,7315699,b,Coffee White,"['coffee', 'white']"
202,7952663,f,"Rice White, Vegetables, Tofu","['rice', 'white', 'vegetable', 'tofu']"
203,3929047,b,Chai Turmeric Soy,"['chai', 'turmeric', 'soy']"
204,7322237,f,Cake,['cake']
205,9694190,f,"Vegetables, Pie, Fish","['vegetable', 'pie', 'fish']"
206,1169789,f,Cookie,['cookie']
207,2678595,f,"Eggs Scrambled, Bread Wholemeal","['egg', 'bread', 'wholemeal']"
208,3682241,f,Macadamia Nuts,['macadamia nut']
209,5486559,f,Peach,['peach']
210,6788165,f,"Peanut Butter, Bread Wholemeal","['peanut butter', 'bread', 'wholemeal']"
211,2385817,b,Coffee White,"['coffee', 'white']"
212,4167245,f,"Tofu, Rice Brown","['tofu', 'rice', 'brown']"
213,8003051,f,Cashew Nuts,['cashew nut']
214,9362075,f,Melon Honey Dew,"['melon', 'honey', 'dew']"
215,5778507,f,Coffee White,"['coffee', 'white']"
216,4137915,f,"Vegetables Stir Fry, Rice Brown, Tofu, Tempura","['stir fry', 'vegetable', 'rice', 'brown', 'tofu']"
217,8299147,f,Icecream,['icecream']
218,6835215,f,Hot Cross Bun,"['hot', 'bun']"
219,5655626,b,Coffee White,"['coffee', 'white']"
220,8920248,f,"Icecream, Waffle","['icecream', 'waffle']"
221,8828788,b,Coffee White,"['coffee', 'white']"
222,6434578,f,Soup Vegetable,"['soup', 'vegetable']"
223,2229003,f,Chocolate,['chocolate']
224,4406893,b,Wine Red,"['wine', 'red']"
225,761359,f,Banana,['banana']
226,258289,f,Sports Bar,"['sport', 'bar']"
227,9875295,b,Coffee White,"['coffee', 'white']"
228,7554893,f,Protein Unflavoured Whey,"['protein', 'whey']"
229,3182591,f,"Dip, Eggs Scrambled, Bread Wholemeal","['egg', 'bread', 'wholemeal']"
230,6231307,f,"Soup Vegetable, Yogurt Plain","['soup', 'vegetable', 'yogurt', 'plain']"
231,2539590,f,Macadamia Nuts,['macadamia nut']
232,4098112,f,"Fish Cakes, Beetroot Salad, Green Beans","['fish', 'cake', 'beetroot', 'salad', 'green bean']"
233,4217833,f,"Figs Baked, Yogurt Flavoured","['fig', 'baked', 'yogurt', 'flavoured']"
234,626595,b,"Ginger, Vodka","['ginger', 'vodka']"
235,5356580,f,Chocolate,['chocolate']
236,2213407,b,Coffee Black,['coffee black']
237,6695181,b,Coffee White,"['coffee', 'white']"
238,7254800,f,"Cashew Nuts, Macadamia Nuts","['cashew nut', 'macadamia nut']"
239,5455104,f,"Fish Cakes, Beetroot Salad","['fish', 'cake', 'beetroot', 'salad']"
240,514889,f,"Peanut Butter, Bread Wholemeal","['peanut butter', 'bread', 'wholemeal']"
241,4352948,f,Chocolate,['chocolate']
242,8025606,b,Cocoa,['cocoa']
243,7579091,f,"Cheese, Spinach, Sour Cream, Avocado, Black Bean Chilli","['cheese', 'spinach', 'sour cream', 'avocado', 'black bean', 'chilli']"
244,9888401,f,"Cheese Blue, Yogurt Flavoured","['cheese', 'blue', 'yogurt', 'flavoured']"
245,4335855,b,Coffee Black,['coffee black']
246,8344567,f,"Soup Vegetable, Bread Wholemeal","['soup', 'vegetable', 'bread', 'wholemeal']"
247,4509865,f,"Peas, Noodles","['pea', 'noodle']"
248,2915736,f,Chocolate,['chocolate']
249,1812770,b,Coffee White,"['coffee', 'white']"
250,3074590,f,"Tahini, Bread Fruit","['tahini', 'bread', 'fruit']"
251,4609246,b,Matcha Soy,"['matcha', 'soy']"
252,7538574,f,Donut,['donut']
253,2525069,f,"Soup Vegetable, Yogurt Plain","['soup', 'vegetable', 'yogurt', 'plain']"
254,8056289,f,"Yogurt Greek, Fruit","['yogurt', 'greek', 'fruit']"
255,7655480,f,Cassoulet Sausage,['sausage']
256,6987819,b,Coffee White,"['coffee', 'white']"
257,8207004,f,Muffin,['muffin']
258,3266350,f,Chocolate,['chocolate']
259,5622596,b,Wine Sparkling,"['wine', 'sparkling']"
260,3066600,f,Macadamia Nuts,['macadamia nut']
261,5578405,f,Protein Unflavoured Whey,"['protein', 'whey']"
262,7905510,f,Soup Vegetable,"['soup', 'vegetable']"
263,9083872,b,Chai Turmeric Soy,"['chai', 'turmeric', 'soy']"
264,6408159,b,Wine Sparkling,"['wine', 'sparkling']"
265,2949590,f,Chocolate,['chocolate']
266,9531701,b,Coffee Black,['coffee black']
267,1279780,f,Cashew Nuts,['cashew nut']
268,64175,f,"Avocado, Bread Wholemeal","['avocado', 'bread', 'wholemeal']"
269,5304679,f,"Noodles, Salad Vietnamese Tofu","['noodle', 'salad', 'vietnamese', 'tofu']"
270,2207555,f,Chocolate,['chocolate']
271,6505825,f,Cupcake,['cupcake']
272,9727402,b,Wine Sparkling,"['wine', 'sparkling']"
273,6688763,f,"Cheese, Cookie Small, Chocolate","['cheese', 'cookie', 'small', 'chocolate']"
274,6154444,f,"Spinach Pie, Vege Burger","['spinach', 'pie', 'burger']"
275,5104912,f,Soup Vegetable,"['soup', 'vegetable']"
276,9131248,f,"Soup Vegetable, Sour Cream","['soup', 'vegetable', 'sour cream']"
277,4369249,f,Sports Gel,"['sport', 'gel']"
278,9265321,f,Sports Bar,"['sport', 'bar']"
279,3241353,b,Coffee White,"['coffee', 'white']"
280,9621324,f,Nectarine,['nectarine']
281,9731244,f,Sushi Nori Roll Tuna,"['sushi', 'roll', 'tuna']"
282,2497411,b,Cocoa,['cocoa']
283,6413488,f,Soup Vegetable,"['soup', 'vegetable']"
284,2708557,b,Gin And Tonic,['gin tonic']
285,1415268,b,Vodka,['vodka']
286,8519461,f,Banana,['banana']
287,788332,f,Hot Cross Bun,"['hot', 'bun']"
288,2159505,f,"Eggs Scrambled, Avocado, Bread Wholemeal","['egg', 'avocado', 'bread', 'wholemeal']"
289,7647897,f,Pizza Homemade,"['pizza', 'homemade']"
290,8438902,f,"Vege Burger, Salad, Bread Wholemeal","['burger', 'salad', 'bread', 'wholemeal']"
291,5280157,b,Gin And Tonic,['gin tonic']
292,8969873,b,Coffee Black,['coffee black']
293,2505407,f,Soup Vegetable,"['soup', 'vegetable']"
294,8829031,b,Cocoa,['cocoa']
295,9428227,f,"Rice White, Meatballs","['rice', 'white', 'meatball']"
296,9031711,b,Coffee Black,['coffee black']
297,352329,b,Coffee White,"['coffee', 'white']"
298,7632561,f,Carrot,['carrot']
299,2645399,f,Chocolate,['chocolate']
300,2776109,f,Smoothie Micronutrient,"['smoothie', 'micronutrient']"
301,776691,b,Coffee Black,['coffee black']
302,5182865,f,"Noodles, Tuna, Salad Vietnamese Tofu","['noodle', 'tuna', 'salad', 'vietnamese', 'tofu']"
303,5862318,f,Porridge,['porridge']
304,2001785,f,Hot Cross Bun,"['hot', 'bun']"
305,4070358,b,Chai Turmeric Soy,"['chai', 'turmeric', 'soy']"
306,2416612,f,Yogurt Plain,"['yogurt', 'plain']"
307,6271693,f,"Tofu, Laksa","['tofu', 'laksa']"
308,7208771,f,Chocolate,['chocolate']
309,8946213,f,Protein Unflavoured Whey,"['protein', 'whey']"
310,6777782,f,"Soy Milk, Mueslie, Yogurt Plain","['soy milk', 'yogurt', 'plain']"
311,4193756,b,Coffee Black,['coffee black']
312,9401817,f,Apple,['apple']
313,7171067,f,Muesli Bar,"['muesli', 'bar']"
314,628243,f,"Almond Nuts, Chickpea, Vegetables, Yogurt Plain","['almond', 'nut', 'chickpea', 'vegetable', 'yogurt', 'plain']"
315,8531510,f,Porridge,['porridge']
316,8307473,f,Sports Gel,"['sport', 'gel']"
317,594595,f,Banana,['banana']
318,968286,f,Laksa,['laksa']
319,1160854,f,"Vegetables, Salmon","['vegetable', 'salmon']"
320,4888549,b,Wine Red,"['wine', 'red']"
321,8579024,f,Chocolate,['chocolate']
322,3104503,b,Coffee White,"['coffee', 'white']"
323,9352992,m,Caffeine,['caffeine']
324,9096267,f,Banana,['banana']
325,7993347,f,"Mueslie, Yogurt Plain","['yogurt', 'plain']"
326,9388178,b,Coffee White,"['coffee', 'white']"
327,1708172,f,"Peanut Butter, Bread Wholemeal","['peanut butter', 'bread', 'wholemeal']"
328,8548181,f,Soup Vegetable,"['soup', 'vegetable']"
329,1446750,f,Cashew Nuts,['cashew nut']
330,1033083,f,Eggs Scrambled,['egg']
331,1751021,f,"Peanut Butter, Bread Wholemeal","['peanut butter', 'bread', 'wholemeal']"
332,4424422,b,Coffee White,"['coffee', 'white']"
333,5143480,f,Prunes,['prune']
334,421666,f,Cashew Nuts,['cashew nut']
335,1272251,f,Cheese,['cheese']
336,8251559,f,"Fish, Sweet Potato, Salad","['fish', 'sweet potato', 'salad']"
337,9564950,f,Muffin,['muffin']
338,4203063,f,"Cheese, Avocado, Bread Wholemeal","['cheese', 'avocado', 'bread', 'wholemeal']"
339,7362096,f,Apple,['apple']
340,9386264,b,Coffee White,"['coffee', 'white']"
341,2474627,f,Crisps,['crisp']
342,2424109,f,"Sausages, Corn, Sweet Potato, Salad","['sausage', 'corn', 'sweet potato', 'salad']"
343,9180559,b,Wine Red,"['wine', 'red']"
344,8179091,b,Coffee Black,['coffee black']
345,6074902,f,"Avocado, Bread Wholemeal","['avocado', 'bread', 'wholemeal']"
346,6190137,f,Cashew Nuts,['cashew nut']
347,2206461,b,Coffee White,"['coffee', 'white']"
348,1341700,b,Coffee White,"['coffee', 'white']"
349,9224625,b,Wine Red,"['wine', 'red']"
350,9775298,f,Soup Vegetable,"['soup', 'vegetable']"
351,6279727,f,Apple,['apple']
352,305514,f,Chocolate,['chocolate']
353,471174,f,"Cheese, Avocado, Bread Wholemeal","['cheese', 'avocado', 'bread', 'wholemeal']"
354,4211883,b,Coffee White,"['coffee', 'white']"
355,3565142,f,Soup Vegetable,"['soup', 'vegetable']"
356,5522173,f,"Chips, Beef Burger","['chip', 'beef burger']"
357,900129,f,Chocolate,['chocolate']
358,6374687,f,Bread Fruit,"['bread', 'fruit']"
359,2294505,b,Coffee White,"['coffee', 'white']"
360,3696979,f,Banana,['banana']
361,4300722,m,Caffeine,['caffeine']
362,4511254,f,"Mueslie, Yogurt Plain","['yogurt', 'plain']"
363,2028209,f,Protein Unflavoured Whey,"['protein', 'whey']"
364,9869683,f,"Noodles, Vegetables Stir Fry, Prawns","['noodle', 'stir fry', 'vegetable', 'prawn']"
365,6095164,f,"Plum Cake, Icecream","['plum', 'cake', 'icecream']"
366,500020,b,Wine Red,"['wine', 'red']"
367,9993512,b,Coffee White,"['coffee', 'white']"
368,3449464,f,"Mueslie, Soy Milk",['soy milk']
369,6912699,f,Banana,['banana']
370,8111200,f,Cookie Small,"['cookie', 'small']"
371,9131458,f,"Pasta, Salmon, Vegetables","['pasta', 'salmon', 'vegetable']"
372,4960830,f,Laksa,['laksa']
373,5268599,f,"Eggs, Cheese, Bread Wholemeal","['egg', 'cheese', 'bread', 'wholemeal']"
374,4174111,b,Coffee White,"['coffee', 'white']"
375,1265806,b,Wine Red,"['wine', 'red']"
376,9237799,f,Cashew Nuts,['cashew nut']
377,3249886,f,Almond Nuts,"['almond', 'nut']"
378,749509,b,Coffee White,"['coffee', 'white']"
379,6587640,f,"Bread Wholemeal, Peanut Butter","['bread', 'wholemeal', 'peanut butter']"
380,6815714,f,Pizza Homemade,"['pizza', 'homemade']"
381,7450177,b,Wine Red,"['wine', 'red']"
382,4838718,f,"Salad, Broccoli, Lentil, Walnuts, Sweet Potato","['salad', 'broccoli', 'lentil', 'walnut', 'sweet potato']"
383,8062382,f,"Plum Cake, Icecream","['plum', 'cake', 'icecream']"
384,2716101,f,Pizza Homemade,"['pizza', 'homemade']"
385,8811212,f,Almond Nuts,"['almond', 'nut']"
386,5343668,b,Coffee White,"['coffee', 'white']"
387,3241702,f,Chocolate,['chocolate']
388,1765411,f,"Salad, Vegetables, Lentil, Walnuts","['salad', 'vegetable', 'lentil', 'walnut']"
389,8236909,f,Soup Vegetable,"['soup', 'vegetable']"
390,7624684,f,Cake,['cake']
391,4931972,f,"Fish, Coleslaw, Chips","['fish', 'coleslaw', 'chip']"
392,7162101,f,"Banana, Sports Bar, Sports Gel","['banana', 'sport', 'bar', 'sport', 'gel']"
393,2014427,b,Coffee White,"['coffee', 'white']"
394,8146623,b,Chocolate Milk,['chocolate milk']
395,4763864,f,Protein Unflavoured Whey,"['protein', 'whey']"
396,5350362,f,"Bread Wholemeal, Cheese Goat Cheddar, Apple","['bread', 'wholemeal', 'cheese', 'goat', 'cheddar', 'apple']"
397,8102016,b,Coffee White,"['coffee', 'white']"
398,2041326,f,"Salad, Vegetables, Lentil","['salad', 'vegetable', 'lentil']"
399,2914655,f,"Chocolate, Icecream, Cashew Nuts, Gnocchi","['chocolate', 'icecream', 'cashew nut', 'gnocchi']"
400,9069506,b,Cocktail,['cocktail']
401,3742040,f,"Salad, Gnocchi","['salad', 'gnocchi']"
402,1600483,f,"Salad, Chocolate, Gnocchi","['salad', 'chocolate', 'gnocchi']"
403,5984011,f,Tuna,['tuna']
404,5406430,b,Coffee White,"['coffee', 'white']"
405,7123979,f,"Rice White, Indian Curry Dinner","['rice', 'white', 'indian', 'curry', 'dinner']"
406,1936880,f,"Cheese Blue, Chocolate","['cheese', 'blue', 'chocolate']"
407,4096806,f,Soup Vegetable,"['soup', 'vegetable']"
408,5111603,f,Chocolate,['chocolate']
409,3734980,f,Corn,['corn']
410,6936127,f,Bread Fruit,"['bread', 'fruit']"
411,6458380,b,Coffee White,"['coffee', 'white']"
412,2891575,f,"Avocado, Bread Wholemeal","['avocado', 'bread', 'wholemeal']"
413,7996975,f,"Dal Lentils, Rice White","['dal', 'lentil', 'rice', 'white']"
414,6461792,f,"Chocolate, Risotto, Vegetables","['chocolate', 'risotto', 'vegetable']"
415,6704757,b,Wine Red,"['wine', 'red']"
416,4293551,f,"Banana, Orange","['banana', 'orange']"
417,8033791,b,Coffee White,"['coffee', 'white']"
418,1659996,f,"Noodles, Rice, Fish, Prawns, Vegetables","['noodle', 'rice', 'fish', 'prawn', 'vegetable']"
419,3054181,f,Banana,['banana']
420,3168391,m,Caffeine,['caffeine']
421,6470360,b,Coffee White,"['coffee', 'white']"
422,786131,f,"Mueslie, Soy Milk",['soy milk']
423,6659687,f,Protein Unflavoured Whey,"['protein', 'whey']"
424,2905447,f,Peas,['pea']
425,9090222,f,"Soup Vegetable, Apple","['soup', 'vegetable', 'apple']"
426,5905305,f,Bread Fruit,"['bread', 'fruit']"
427,1364991,b,Coffee White,"['coffee', 'white']"
428,2139079,b,Coffee White,"['coffee', 'white']"
429,4886536,f,Soup Vegetable,"['soup', 'vegetable']"
430,4669200,f,"Avocado, Bread Wholemeal, Apple","['avocado', 'bread', 'wholemeal', 'apple']"
431,4367423,b,"Coffee White, Coffee Black","['coffee', 'white', 'coffee black']"
432,5355843,f,"Black Bean Chilli, Cake, Pizza Homemade","['black bean', 'chilli', 'cake', 'pizza', 'homemade']"
433,4423342,b,Wine Red,"['wine', 'red']"
434,5628227,f,Soup Vegetable,"['soup', 'vegetable']"
435,2159557,f,Cheese,['cheese']
436,6475623,b,Coffee White,"['coffee', 'white']"
437,4899722,f,Hot Cross Bun,"['hot', 'bun']"
438,6188034,f,"Mueslie, Soy Milk",['soy milk']
439,9411416,f,Protein Unflavoured Whey,"['protein', 'whey']"
440,2755785,f,"Soup Vegetable, Bread Wholemeal","['soup', 'vegetable', 'bread', 'wholemeal']"
441,9346806,f,Cashew Nuts,['cashew nut']
442,1160920,b,Coffee White,"['coffee', 'white']"
443,9188862,f,"Pasta, Salmon, Vegetables","['pasta', 'salmon', 'vegetable']"
444,4766268,f,"Porridge, Pear","['porridge', 'pear']"
445,1965903,f,"Pesto, Cheese, Bagel","['pesto', 'cheese', 'bagel']"
446,9429822,b,Coffee White,"['coffee', 'white']"
447,3195465,f,Protein Unflavoured Whey,"['protein', 'whey']"
448,2523702,f,"Yogurt Plain, Soup Vegetable, Bread Wholemeal","['yogurt', 'plain', 'soup', 'vegetable', 'bread', 'wholemeal']"
449,439203,f,Cashew Nuts,['cashew nut']
450,841187,f,"Yogurt Plain, Soup Vegetable","['yogurt', 'plain', 'soup', 'vegetable']"
451,9862028,b,Coffee White,"['coffee', 'white']"
452,8032906,b,Coffee Black,['coffee black']
453,4245560,f,Chocolate,['chocolate']
